Error Message
"kubelet E0210 16:24:34.040706  pod_workers.go:1300] ""Error syncing pod, skipping"" err=""failed to \""CreatePodSandbox\"" for \""kepler-exporter-ds-gxqbx_kepler(fb8b6ef3-37df-4679-a052-84b072ce3ebd)\"" with CreatePodSandboxError: \""Failed to create sandbox for pod \\\""kepler-exporter-ds-gxqbx_kepler(fb8b6ef3-37df-4679-a052-84b072ce3ebd)\\\"": rpc error: code = Unknown desc = failed to create pod network sandbox k8s_kepler-exporter-ds-gxqbx_kepler_fb8b6ef3-37df-4679-a052-84b072ce3ebd_0(4b430ab802829fd0d4cb693c971ab3869ef3c317924b8bd71efed9e43f8b388b): error adding pod kepler_kepler-exporter-ds-gxqbx to CNI network \\\""ovn-kubernetes\\\"": plugin type=\\\""ovn-k8s-cni-overlay\\\"" name=\\\""ovn-kubernetes\\\"" failed (add): failed to send CNI request: Post \\\""http://dummy/\\\"": dial unix /var/run/ovn-kubernetes/cni//ovn-cni-server.sock: connect: no such file or directory\"""" pod=""kepler/kepler-exporter-ds-gxqbx"" podUID=""fb8b6ef3-37df-4679-a052-84b072ce3ebd"""
"kubelet E0210 16:24:34.113545  remote_runtime.go:176] ""RunPodSandbox from runtime service failed"" err=""rpc error: code = Unknown desc = failed to create pod network sandbox k8s_topolvm-node-hprcj_openshift-storage_84a6ccac-e235-446f-b9db-67ffc050ed35_0(dd98bbf68a41795c52d8d9a5e3c63cbc0ecc78fcaa7cbaeaa0ce8cd8a18712ca): error adding pod openshift-storage_topolvm-node-hprcj to CNI network \""ovn-kubernetes\"": plugin type=\""ovn-k8s-cni-overlay\"" name=\""ovn-kubernetes\"" failed (add): failed to send CNI request: Post \""http://dummy/\"": dial unix /var/run/ovn-kubernetes/cni//ovn-cni-server.sock: connect: no such file or directory"""
"kubelet E0210 16:24:34.113656  kuberuntime_sandbox.go:72] ""Failed to create sandbox for pod"" err=""rpc error: code = Unknown desc = failed to create pod network sandbox k8s_topolvm-node-hprcj_openshift-storage_84a6ccac-e235-446f-b9db-67ffc050ed35_0(dd98bbf68a41795c52d8d9a5e3c63cbc0ecc78fcaa7cbaeaa0ce8cd8a18712ca): error adding pod openshift-storage_topolvm-node-hprcj to CNI network \""ovn-kubernetes\"": plugin type=\""ovn-k8s-cni-overlay\"" name=\""ovn-kubernetes\"" failed (add): failed to send CNI request: Post \""http://dummy/\"": dial unix /var/run/ovn-kubernetes/cni//ovn-cni-server.sock: connect: no such file or directory"" pod=""openshift-storage/topolvm-node-hprcj"""
"kubelet E0210 16:24:34.113702  kuberuntime_manager.go:1122] ""CreatePodSandbox for pod failed"" err=""rpc error: code = Unknown desc = failed to create pod network sandbox k8s_topolvm-node-hprcj_openshift-storage_84a6ccac-e235-446f-b9db-67ffc050ed35_0(dd98bbf68a41795c52d8d9a5e3c63cbc0ecc78fcaa7cbaeaa0ce8cd8a18712ca): error adding pod openshift-storage_topolvm-node-hprcj to CNI network \""ovn-kubernetes\"": plugin type=\""ovn-k8s-cni-overlay\"" name=\""ovn-kubernetes\"" failed (add): failed to send CNI request: Post \""http://dummy/\"": dial unix /var/run/ovn-kubernetes/cni//ovn-cni-server.sock: connect: no such file or directory"" pod=""openshift-storage/topolvm-node-hprcj"""
"kubelet E0210 16:24:34.113843  pod_workers.go:1300] ""Error syncing pod, skipping"" err=""failed to \""CreatePodSandbox\"" for \""topolvm-node-hprcj_openshift-storage(84a6ccac-e235-446f-b9db-67ffc050ed35)\"" with CreatePodSandboxError: \""Failed to create sandbox for pod \\\""topolvm-node-hprcj_openshift-storage(84a6ccac-e235-446f-b9db-67ffc050ed35)\\\"": rpc error: code = Unknown desc = failed to create pod network sandbox k8s_topolvm-node-hprcj_openshift-storage_84a6ccac-e235-446f-b9db-67ffc050ed35_0(dd98bbf68a41795c52d8d9a5e3c63cbc0ecc78fcaa7cbaeaa0ce8cd8a18712ca): error adding pod openshift-storage_topolvm-node-hprcj to CNI network \\\""ovn-kubernetes\\\"": plugin type=\\\""ovn-k8s-cni-overlay\\\"" name=\\\""ovn-kubernetes\\\"" failed (add): failed to send CNI request: Post \\\""http://dummy/\\\"": dial unix /var/run/ovn-kubernetes/cni//ovn-cni-server.sock: connect: no such file or directory\"""" pod=""openshift-storage/topolvm-node-hprcj"" podUID=""84a6ccac-e235-446f-b9db-67ffc050ed35"""
"kubelet E0210 16:24:34.116759  remote_runtime.go:176] ""RunPodSandbox from runtime service failed"" err=""rpc error: code = Unknown desc = failed to create pod network sandbox k8s_service-ca-5967595699-gmcvr_openshift-service-ca_5141a8eb-bdb5-4562-bc8b-e9467ca28e9e_0(3ddcd18a1b4d4b37c431dc38f5be054612103cb9130c3f720e8aa5a35ed45fb3): error adding pod openshift-service-ca_service-ca-5967595699-gmcvr to CNI network \""ovn-kubernetes\"": plugin type=\""ovn-k8s-cni-overlay\"" name=\""ovn-kubernetes\"" failed (add): failed to send CNI request: Post \""http://dummy/\"": dial unix /var/run/ovn-kubernetes/cni//ovn-cni-server.sock: connect: no such file or directory"""
"kubelet E0210 16:24:34.116942  kuberuntime_sandbox.go:72] ""Failed to create sandbox for pod"" err=""rpc error: code = Unknown desc = failed to create pod network sandbox k8s_service-ca-5967595699-gmcvr_openshift-service-ca_5141a8eb-bdb5-4562-bc8b-e9467ca28e9e_0(3ddcd18a1b4d4b37c431dc38f5be054612103cb9130c3f720e8aa5a35ed45fb3): error adding pod openshift-service-ca_service-ca-5967595699-gmcvr to CNI network \""ovn-kubernetes\"": plugin type=\""ovn-k8s-cni-overlay\"" name=\""ovn-kubernetes\"" failed (add): failed to send CNI request: Post \""http://dummy/\"": dial unix /var/run/ovn-kubernetes/cni//ovn-cni-server.sock: connect: no such file or directory"" pod=""openshift-service-ca/service-ca-5967595699-gmcvr"""
"kubelet E0210 16:24:34.116996  kuberuntime_manager.go:1122] ""CreatePodSandbox for pod failed"" err=""rpc error: code = Unknown desc = failed to create pod network sandbox k8s_service-ca-5967595699-gmcvr_openshift-service-ca_5141a8eb-bdb5-4562-bc8b-e9467ca28e9e_0(3ddcd18a1b4d4b37c431dc38f5be054612103cb9130c3f720e8aa5a35ed45fb3): error adding pod openshift-service-ca_service-ca-5967595699-gmcvr to CNI network \""ovn-kubernetes\"": plugin type=\""ovn-k8s-cni-overlay\"" name=\""ovn-kubernetes\"" failed (add): failed to send CNI request: Post \""http://dummy/\"": dial unix /var/run/ovn-kubernetes/cni//ovn-cni-server.sock: connect: no such file or directory"" pod=""openshift-service-ca/service-ca-5967595699-gmcvr"""
"kubelet E0210 16:24:34.117099  pod_workers.go:1300] ""Error syncing pod, skipping"" err=""failed to \""CreatePodSandbox\"" for \""service-ca-5967595699-gmcvr_openshift-service-ca(5141a8eb-bdb5-4562-bc8b-e9467ca28e9e)\"" with CreatePodSandboxError: \""Failed to create sandbox for pod \\\""service-ca-5967595699-gmcvr_openshift-service-ca(5141a8eb-bdb5-4562-bc8b-e9467ca28e9e)\\\"": rpc error: code = Unknown desc = failed to create pod network sandbox k8s_service-ca-5967595699-gmcvr_openshift-service-ca_5141a8eb-bdb5-4562-bc8b-e9467ca28e9e_0(3ddcd18a1b4d4b37c431dc38f5be054612103cb9130c3f720e8aa5a35ed45fb3): error adding pod openshift-service-ca_service-ca-5967595699-gmcvr to CNI network \\\""ovn-kubernetes\\\"": plugin type=\\\""ovn-k8s-cni-overlay\\\"" name=\\\""ovn-kubernetes\\\"" failed (add): failed to send CNI request: Post \\\""http://dummy/\\\"": dial unix /var/run/ovn-kubernetes/cni//ovn-cni-server.sock: connect: no such file or directory\"""" pod=""openshift-service-ca/service-ca-5967595699-gmcvr"" podUID=""5141a8eb-bdb5-4562-bc8b-e9467ca28e9e"""
"kubelet E0210 16:24:34.126579  remote_runtime.go:176] ""RunPodSandbox from runtime service failed"" err=""rpc error: code = Unknown desc = failed to create pod network sandbox k8s_router-default-69758dfd6d-f722l_openshift-ingress_e158b45a-ed38-4345-910e-9e9c56d25045_0(416941386ef02ce718c26b22eb8933b3b5b8bef647b6d1e50fdb71d1d8ff77cf): error adding pod openshift-ingress_router-default-69758dfd6d-f722l to CNI network \""ovn-kubernetes\"": plugin type=\""ovn-k8s-cni-overlay\"" name=\""ovn-kubernetes\"" failed (add): failed to send CNI request: Post \""http://dummy/\"": dial unix /var/run/ovn-kubernetes/cni//ovn-cni-server.sock: connect: no such file or directory"""
"kubelet E0210 16:24:34.126710  kuberuntime_sandbox.go:72] ""Failed to create sandbox for pod"" err=""rpc error: code = Unknown desc = failed to create pod network sandbox k8s_router-default-69758dfd6d-f722l_openshift-ingress_e158b45a-ed38-4345-910e-9e9c56d25045_0(416941386ef02ce718c26b22eb8933b3b5b8bef647b6d1e50fdb71d1d8ff77cf): error adding pod openshift-ingress_router-default-69758dfd6d-f722l to CNI network \""ovn-kubernetes\"": plugin type=\""ovn-k8s-cni-overlay\"" name=\""ovn-kubernetes\"" failed (add): failed to send CNI request: Post \""http://dummy/\"": dial unix /var/run/ovn-kubernetes/cni//ovn-cni-server.sock: connect: no such file or directory"" pod=""openshift-ingress/router-default-69758dfd6d-f722l"""
"kubelet E0210 16:24:34.126755  kuberuntime_manager.go:1122] ""CreatePodSandbox for pod failed"" err=""rpc error: code = Unknown desc = failed to create pod network sandbox k8s_router-default-69758dfd6d-f722l_openshift-ingress_e158b45a-ed38-4345-910e-9e9c56d25045_0(416941386ef02ce718c26b22eb8933b3b5b8bef647b6d1e50fdb71d1d8ff77cf): error adding pod openshift-ingress_router-default-69758dfd6d-f722l to CNI network \""ovn-kubernetes\"": plugin type=\""ovn-k8s-cni-overlay\"" name=\""ovn-kubernetes\"" failed (add): failed to send CNI request: Post \""http://dummy/\"": dial unix /var/run/ovn-kubernetes/cni//ovn-cni-server.sock: connect: no such file or directory"" pod=""openshift-ingress/router-default-69758dfd6d-f722l"""
"kubelet E0210 16:24:34.126870  pod_workers.go:1300] ""Error syncing pod, skipping"" err=""failed to \""CreatePodSandbox\"" for \""router-default-69758dfd6d-f722l_openshift-ingress(e158b45a-ed38-4345-910e-9e9c56d25045)\"" with CreatePodSandboxError: \""Failed to create sandbox for pod \\\""router-default-69758dfd6d-f722l_openshift-ingress(e158b45a-ed38-4345-910e-9e9c56d25045)\\\"": rpc error: code = Unknown desc = failed to create pod network sandbox k8s_router-default-69758dfd6d-f722l_openshift-ingress_e158b45a-ed38-4345-910e-9e9c56d25045_0(416941386ef02ce718c26b22eb8933b3b5b8bef647b6d1e50fdb71d1d8ff77cf): error adding pod openshift-ingress_router-default-69758dfd6d-f722l to CNI network \\\""ovn-kubernetes\\\"": plugin type=\\\""ovn-k8s-cni-overlay\\\"" name=\\\""ovn-kubernetes\\\"" failed (add): failed to send CNI request: Post \\\""http://dummy/\\\"": dial unix /var/run/ovn-kubernetes/cni//ovn-cni-server.sock: connect: no such file or directory\"""" pod=""openshift-ingress/router-default-69758dfd6d-f722l"" podUID=""e158b45a-ed38-4345-910e-9e9c56d25045"""
"kubelet W0210 16:24:34.204928  logging.go:59] [core] [Channel #223 SubChannel #224] grpc: addrConn.createTransport failed to connect to {Addr: ""/var/lib/kubelet/plugins_registry/topolvm.io-reg.sock"", ServerName: ""%2Fvar%2Flib%2Fkubelet%2Fplugins_registry%2Ftopolvm.io-reg.sock"", }. Err: connection error: desc = ""transport: Error while dialing: dial unix /var/lib/kubelet/plugins_registry/topolvm.io-reg.sock: connect: connection refused"""
"kubelet E0210 16:24:34.214180  remote_runtime.go:176] ""RunPodSandbox from runtime service failed"" err=""rpc error: code = Unknown desc = failed to create pod network sandbox k8s_csi-snapshot-webhook-5565459c4b-qvgzg_kube-system_6526aaee-044b-4782-a557-3cb0aa1d9946_0(470f9c6b8f0c857db6f3ff2e67b871ce219f30f83dc24034901340f3c2edf888): error adding pod kube-system_csi-snapshot-webhook-5565459c4b-qvgzg to CNI network \""ovn-kubernetes\"": plugin type=\""ovn-k8s-cni-overlay\"" name=\""ovn-kubernetes\"" failed (add): failed to send CNI request: Post \""http://dummy/\"": dial unix /var/run/ovn-kubernetes/cni//ovn-cni-server.sock: connect: no such file or directory"""
"kubelet E0210 16:24:34.214292  kuberuntime_sandbox.go:72] ""Failed to create sandbox for pod"" err=""rpc error: code = Unknown desc = failed to create pod network sandbox k8s_csi-snapshot-webhook-5565459c4b-qvgzg_kube-system_6526aaee-044b-4782-a557-3cb0aa1d9946_0(470f9c6b8f0c857db6f3ff2e67b871ce219f30f83dc24034901340f3c2edf888): error adding pod kube-system_csi-snapshot-webhook-5565459c4b-qvgzg to CNI network \""ovn-kubernetes\"": plugin type=\""ovn-k8s-cni-overlay\"" name=\""ovn-kubernetes\"" failed (add): failed to send CNI request: Post \""http://dummy/\"": dial unix /var/run/ovn-kubernetes/cni//ovn-cni-server.sock: connect: no such file or directory"" pod=""kube-system/csi-snapshot-webhook-5565459c4b-qvgzg"""
"kubelet E0210 16:24:34.214352  kuberuntime_manager.go:1122] ""CreatePodSandbox for pod failed"" err=""rpc error: code = Unknown desc = failed to create pod network sandbox k8s_csi-snapshot-webhook-5565459c4b-qvgzg_kube-system_6526aaee-044b-4782-a557-3cb0aa1d9946_0(470f9c6b8f0c857db6f3ff2e67b871ce219f30f83dc24034901340f3c2edf888): error adding pod kube-system_csi-snapshot-webhook-5565459c4b-qvgzg to CNI network \""ovn-kubernetes\"": plugin type=\""ovn-k8s-cni-overlay\"" name=\""ovn-kubernetes\"" failed (add): failed to send CNI request: Post \""http://dummy/\"": dial unix /var/run/ovn-kubernetes/cni//ovn-cni-server.sock: connect: no such file or directory"" pod=""kube-system/csi-snapshot-webhook-5565459c4b-qvgzg"""
"kubelet E0210 16:24:34.214501  pod_workers.go:1300] ""Error syncing pod, skipping"" err=""failed to \""CreatePodSandbox\"" for \""csi-snapshot-webhook-5565459c4b-qvgzg_kube-system(6526aaee-044b-4782-a557-3cb0aa1d9946)\"" with CreatePodSandboxError: \""Failed to create sandbox for pod \\\""csi-snapshot-webhook-5565459c4b-qvgzg_kube-system(6526aaee-044b-4782-a557-3cb0aa1d9946)\\\"": rpc error: code = Unknown desc = failed to create pod network sandbox k8s_csi-snapshot-webhook-5565459c4b-qvgzg_kube-system_6526aaee-044b-4782-a557-3cb0aa1d9946_0(470f9c6b8f0c857db6f3ff2e67b871ce219f30f83dc24034901340f3c2edf888): error adding pod kube-system_csi-snapshot-webhook-5565459c4b-qvgzg to CNI network \\\""ovn-kubernetes\\\"": plugin type=\\\""ovn-k8s-cni-overlay\\\"" name=\\\""ovn-kubernetes\\\"" failed (add): failed to send CNI request: Post \\\""http://dummy/\\\"": dial unix /var/run/ovn-kubernetes/cni//ovn-cni-server.sock: connect: no such file or directory\"""" pod=""kube-system/csi-snapshot-webhook-5565459c4b-qvgzg"" podUID=""6526aaee-044b-4782-a557-3cb0aa1d9946"""
"kubelet E0210 16:24:34.267279  remote_runtime.go:176] ""RunPodSandbox from runtime service failed"" err=""rpc error: code = Unknown desc = failed to create pod network sandbox k8s_csi-snapshot-controller-58c8f6bf58-lcmfc_kube-system_a609e097-a03a-4a1c-b323-fb5e0ce25eb0_0(dd58cf29e0a22e104aad668e2c603d90964c0af76519afec566247ad5136dfc3): error adding pod kube-system_csi-snapshot-controller-58c8f6bf58-lcmfc to CNI network \""ovn-kubernetes\"": plugin type=\""ovn-k8s-cni-overlay\"" name=\""ovn-kubernetes\"" failed (add): failed to send CNI request: Post \""http://dummy/\"": dial unix /var/run/ovn-kubernetes/cni//ovn-cni-server.sock: connect: no such file or directory"""
"kubelet E0210 16:24:34.267411  kuberuntime_sandbox.go:72] ""Failed to create sandbox for pod"" err=""rpc error: code = Unknown desc = failed to create pod network sandbox k8s_csi-snapshot-controller-58c8f6bf58-lcmfc_kube-system_a609e097-a03a-4a1c-b323-fb5e0ce25eb0_0(dd58cf29e0a22e104aad668e2c603d90964c0af76519afec566247ad5136dfc3): error adding pod kube-system_csi-snapshot-controller-58c8f6bf58-lcmfc to CNI network \""ovn-kubernetes\"": plugin type=\""ovn-k8s-cni-overlay\"" name=\""ovn-kubernetes\"" failed (add): failed to send CNI request: Post \""http://dummy/\"": dial unix /var/run/ovn-kubernetes/cni//ovn-cni-server.sock: connect: no such file or directory"" pod=""kube-system/csi-snapshot-controller-58c8f6bf58-lcmfc"""
"kubelet E0210 16:24:34.267491  kuberuntime_manager.go:1122] ""CreatePodSandbox for pod failed"" err=""rpc error: code = Unknown desc = failed to create pod network sandbox k8s_csi-snapshot-controller-58c8f6bf58-lcmfc_kube-system_a609e097-a03a-4a1c-b323-fb5e0ce25eb0_0(dd58cf29e0a22e104aad668e2c603d90964c0af76519afec566247ad5136dfc3): error adding pod kube-system_csi-snapshot-controller-58c8f6bf58-lcmfc to CNI network \""ovn-kubernetes\"": plugin type=\""ovn-k8s-cni-overlay\"" name=\""ovn-kubernetes\"" failed (add): failed to send CNI request: Post \""http://dummy/\"": dial unix /var/run/ovn-kubernetes/cni//ovn-cni-server.sock: connect: no such file or directory"" pod=""kube-system/csi-snapshot-controller-58c8f6bf58-lcmfc"""
"kubelet E0210 16:24:34.267650  pod_workers.go:1300] ""Error syncing pod, skipping"" err=""failed to \""CreatePodSandbox\"" for \""csi-snapshot-controller-58c8f6bf58-lcmfc_kube-system(a609e097-a03a-4a1c-b323-fb5e0ce25eb0)\"" with CreatePodSandboxError: \""Failed to create sandbox for pod \\\""csi-snapshot-controller-58c8f6bf58-lcmfc_kube-system(a609e097-a03a-4a1c-b323-fb5e0ce25eb0)\\\"": rpc error: code = Unknown desc = failed to create pod network sandbox k8s_csi-snapshot-controller-58c8f6bf58-lcmfc_kube-system_a609e097-a03a-4a1c-b323-fb5e0ce25eb0_0(dd58cf29e0a22e104aad668e2c603d90964c0af76519afec566247ad5136dfc3): error adding pod kube-system_csi-snapshot-controller-58c8f6bf58-lcmfc to CNI network \\\""ovn-kubernetes\\\"": plugin type=\\\""ovn-k8s-cni-overlay\\\"" name=\\\""ovn-kubernetes\\\"" failed (add): failed to send CNI request: Post \\\""http://dummy/\\\"": dial unix /var/run/ovn-kubernetes/cni//ovn-cni-server.sock: connect: no such file or directory\"""" pod=""kube-system/csi-snapshot-controller-58c8f6bf58-lcmfc"" podUID=""a609e097-a03a-4a1c-b323-fb5e0ce25eb0"""
"kubelet E0210 16:24:34.285700  remote_runtime.go:176] ""RunPodSandbox from runtime service failed"" err=""rpc error: code = Unknown desc = failed to create pod network sandbox k8s_dns-default-8ls9b_openshift-dns_6045fecc-9e86-4cf1-be9f-c2c121a1d769_0(cbbaa8bf99ffe133d222a7f53110b9f9a443d9932db9d4d33b6bfa5d0f9f37c8): error adding pod openshift-dns_dns-default-8ls9b to CNI network \""ovn-kubernetes\"": plugin type=\""ovn-k8s-cni-overlay\"" name=\""ovn-kubernetes\"" failed (add): failed to send CNI request: Post \""http://dummy/\"": dial unix /var/run/ovn-kubernetes/cni//ovn-cni-server.sock: connect: no such file or directory"""
"kubelet E0210 16:24:34.285914  kuberuntime_sandbox.go:72] ""Failed to create sandbox for pod"" err=""rpc error: code = Unknown desc = failed to create pod network sandbox k8s_dns-default-8ls9b_openshift-dns_6045fecc-9e86-4cf1-be9f-c2c121a1d769_0(cbbaa8bf99ffe133d222a7f53110b9f9a443d9932db9d4d33b6bfa5d0f9f37c8): error adding pod openshift-dns_dns-default-8ls9b to CNI network \""ovn-kubernetes\"": plugin type=\""ovn-k8s-cni-overlay\"" name=\""ovn-kubernetes\"" failed (add): failed to send CNI request: Post \""http://dummy/\"": dial unix /var/run/ovn-kubernetes/cni//ovn-cni-server.sock: connect: no such file or directory"" pod=""openshift-dns/dns-default-8ls9b"""
