"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:statefulset-controller"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:ttl-after-finished-controller"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:ttl-controller"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:discovery"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:kube-controller-manager"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:kube-dns"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:kube-scheduler"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:monitoring"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:node"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:node-admin"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:node-proxier"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:openshift:controller:cluster-csr-approver-controller"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:openshift:controller:namespace-security-allocation-controller"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:openshift:controller:podsecurity-admission-label-syncer-controller"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:openshift:controller:service-ca"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:openshift:openshift-controller-manager"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:openshift:openshift-controller-manager:ingress-to-route-controller"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:openshift:openshift-route-controller-manager"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:openshift:public-info-viewer"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:openshift:scc:restricted-v2"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:openshift:tokenreview-openshift-route-controller-manager"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:public-info-viewer"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:service-account-issuer-discovery"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:volume-scheduler"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""topolvm-controller"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""topolvm-node"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""topolvm-node-scc"" not found"
"to mutate object for PSA using SCC"" err=""pods \""pod-for-container-named-csi-snapshot-controller\"" is forbidden: unable to validate against any security context constraint: [provider \""anyuid\"": Forbidden: not usable by user or serviceaccount, provider restricted-v2: .containers[0].runAsUser: Invalid value: 65534: must be in the ranges: [1000030000, 1000039999], provider \""restricted\"": Forbidden: not usable by user or serviceaccount, provider \""nonroot-v2\"": Forbidden: not usable by user or serviceaccount, provider \""nonroot\"": Forbidden: not usable by user or serviceaccount, provider \""hostmount-anyuid\"": Forbidden: not usable by user or serviceaccount, provider \""hostnetwork-v2\"": Forbidden: not usable by user or serviceaccount, provider \""hostnetwork\"": Forbidden: not usable by user or serviceaccount, provider \""hostaccess\"": Forbidden: not usable by user or serviceaccount, provider \""topolvm-node\"": Forbidden: not usable by user or serviceaccount, provider \""kepler-exporter-scc\"": Forbidden: not usable by user or serviceaccount, provider \""privileged\"": Forbidden: not usable by user or serviceaccount]"""
"to mutate object for PSA using SCC: pods ""pod-for-container-named-csi-snapshot-controller"" is forbidden: unable to validate against any security context constraint: [provider ""anyuid"": Forbidden: not usable by user or serviceaccount, provider restricted-v2: .containers[0].runAsUser: Invalid value: 65534: must be in the ranges: [1000030000, 1000039999], provider ""restricted"": Forbidden: not usable by user or serviceaccount, provider ""nonroot-v2"": Forbidden: not usable by user or serviceaccount, provider ""nonroot"": Forbidden: not usable by user or serviceaccount, provider ""hostmount-anyuid"": Forbidden: not usable by user or serviceaccount, provider ""hostnetwork-v2"": Forbidden: not usable by user or serviceaccount, provider ""hostnetwork"": Forbidden: not usable by user or serviceaccount, provider ""hostaccess"": Forbidden: not usable by user or serviceaccount, provider ""topolvm-node"": Forbidden: not usable by user or serviceaccount, provider ""kepler-exporter-scc"": Forbidden: not usable by user or serviceaccount, provider ""privileged"": Forbidden: not usable by user or serviceaccount]"
"to mutate object for PSA using SCC"" err=""pods \""pod-for-container-named-csi-snapshot-webhook\"" is forbidden: unable to validate against any security context constraint: [provider \""anyuid\"": Forbidden: not usable by user or serviceaccount, provider restricted-v2: .containers[0].runAsUser: Invalid value: 65534: must be in the ranges: [1000030000, 1000039999], provider \""restricted\"": Forbidden: not usable by user or serviceaccount, provider \""nonroot-v2\"": Forbidden: not usable by user or serviceaccount, provider \""nonroot\"": Forbidden: not usable by user or serviceaccount, provider \""hostmount-anyuid\"": Forbidden: not usable by user or serviceaccount, provider \""hostnetwork-v2\"": Forbidden: not usable by user or serviceaccount, provider \""hostnetwork\"": Forbidden: not usable by user or serviceaccount, provider \""hostaccess\"": Forbidden: not usable by user or serviceaccount, provider \""topolvm-node\"": Forbidden: not usable by user or serviceaccount, provider \""kepler-exporter-scc\"": Forbidden: not usable by user or serviceaccount, provider \""privileged\"": Forbidden: not usable by user or serviceaccount]"""
"to mutate object for PSA using SCC: pods ""pod-for-container-named-csi-snapshot-webhook"" is forbidden: unable to validate against any security context constraint: [provider ""anyuid"": Forbidden: not usable by user or serviceaccount, provider restricted-v2: .containers[0].runAsUser: Invalid value: 65534: must be in the ranges: [1000030000, 1000039999], provider ""restricted"": Forbidden: not usable by user or serviceaccount, provider ""nonroot-v2"": Forbidden: not usable by user or serviceaccount, provider ""nonroot"": Forbidden: not usable by user or serviceaccount, provider ""hostmount-anyuid"": Forbidden: not usable by user or serviceaccount, provider ""hostnetwork-v2"": Forbidden: not usable by user or serviceaccount, provider ""hostnetwork"": Forbidden: not usable by user or serviceaccount, provider ""hostaccess"": Forbidden: not usable by user or serviceaccount, provider ""topolvm-node"": Forbidden: not usable by user or serviceaccount, provider ""kepler-exporter-scc"": Forbidden: not usable by user or serviceaccount, provider ""privileged"": Forbidden: not usable by user or serviceaccount]"
"once. Stats initialization may not have completed yet"" err=""failed to get imageFs info: unable to find data in memory cache"""
""
""
""
""
"to connect to {Addr: ""/var/lib/kubelet/plugins_registry/topolvm.io-reg.sock"", ServerName: ""%2Fvar%2Flib%2Fkubelet%2Fplugins_registry%2Ftopolvm.io-reg.sock"", }. Err: connection error: desc = ""transport: Error while dialing: dial unix /var/lib/kubelet/plugins_registry/topolvm.io-reg.sock: connect: connection refused"""
"to connect to {Addr: ""/var/lib/kubelet/plugins_registry/topolvm.io-reg.sock"", ServerName: ""%2Fvar%2Flib%2Fkubelet%2Fplugins_registry%2Ftopolvm.io-reg.sock"", }. Err: connection error: desc = ""transport: Error while dialing: dial unix /var/lib/kubelet/plugins_registry/topolvm.io-reg.sock: connect: connection refused"""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
"to connect to {Addr: ""/var/lib/kubelet/plugins_registry/topolvm.io-reg.sock"", ServerName: ""%2Fvar%2Flib%2Fkubelet%2Fplugins_registry%2Ftopolvm.io-reg.sock"", }. Err: connection error: desc = ""transport: Error while dialing: dial unix /var/lib/kubelet/plugins_registry/topolvm.io-reg.sock: connect: connection refused"""
""
""
""
""
""
""
""
""
""
""
""
""
"to connect to {Addr: ""/var/lib/kubelet/plugins_registry/topolvm.io-reg.sock"", ServerName: ""%2Fvar%2Flib%2Fkubelet%2Fplugins_registry%2Ftopolvm.io-reg.sock"", }. Err: connection error: desc = ""transport: Error while dialing: dial unix /var/lib/kubelet/plugins_registry/topolvm.io-reg.sock: connect: connection refused"""
""
""
""
"to connect to {Addr: ""/var/lib/kubelet/plugins_registry/topolvm.io-reg.sock"", ServerName: ""%2Fvar%2Flib%2Fkubelet%2Fplugins_registry%2Ftopolvm.io-reg.sock"", }. Err: connection error: desc = ""transport: Error while dialing: dial unix /var/lib/kubelet/plugins_registry/topolvm.io-reg.sock: connect: connection refused"""
"to connect to {Addr: ""/var/lib/kubelet/plugins_registry/topolvm.io-reg.sock"", ServerName: ""%2Fvar%2Flib%2Fkubelet%2Fplugins_registry%2Ftopolvm.io-reg.sock"", }. Err: connection error: desc = ""transport: Error while dialing: dial unix /var/lib/kubelet/plugins_registry/topolvm.io-reg.sock: connect: connection refused"""
""
""
""
""
"to connect to {Addr: ""/var/lib/kubelet/plugins_registry/topolvm.io-reg.sock"", ServerName: ""%2Fvar%2Flib%2Fkubelet%2Fplugins_registry%2Ftopolvm.io-reg.sock"", }. Err: connection error: desc = ""transport: Error while dialing: dial unix /var/lib/kubelet/plugins_registry/topolvm.io-reg.sock: connect: connection refused"""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
"to connect to {Addr: ""/var/lib/kubelet/plugins_registry/topolvm.io-reg.sock"", ServerName: ""%2Fvar%2Flib%2Fkubelet%2Fplugins_registry%2Ftopolvm.io-reg.sock"", }. Err: connection error: desc = ""transport: Error while dialing: dial unix /var/lib/kubelet/plugins_registry/topolvm.io-reg.sock: connect: connection refused"""
""
""
""
""
""
"to connect to {Addr: ""/var/lib/kubelet/plugins_registry/topolvm.io-reg.sock"", ServerName: ""%2Fvar%2Flib%2Fkubelet%2Fplugins_registry%2Ftopolvm.io-reg.sock"", }. Err: connection error: desc = ""transport: Error while dialing: dial unix /var/lib/kubelet/plugins_registry/topolvm.io-reg.sock: connect: connection refused"""
"to connect to {Addr: ""/var/lib/kubelet/plugins_registry/topolvm.io-reg.sock"", ServerName: ""%2Fvar%2Flib%2Fkubelet%2Fplugins_registry%2Ftopolvm.io-reg.sock"", }. Err: connection error: desc = ""transport: Error while dialing: dial unix /var/lib/kubelet/plugins_registry/topolvm.io-reg.sock: connect: connection refused"""
"to connect to {Addr: ""/var/lib/kubelet/plugins_registry/topolvm.io-reg.sock"", ServerName: ""%2Fvar%2Flib%2Fkubelet%2Fplugins_registry%2Ftopolvm.io-reg.sock"", }. Err: connection error: desc = ""transport: Error while dialing: dial unix /var/lib/kubelet/plugins_registry/topolvm.io-reg.sock: connect: connection refused"""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
"to connect to {Addr: ""/var/lib/kubelet/plugins_registry/topolvm.io-reg.sock"", ServerName: ""%2Fvar%2Flib%2Fkubelet%2Fplugins_registry%2Ftopolvm.io-reg.sock"", }. Err: connection error: desc = ""transport: Error while dialing: dial unix /var/lib/kubelet/plugins_registry/topolvm.io-reg.sock: connect: connection refused"""
""
""
""
""
""
""
""
""
""
""
""
""
"to connect to {Addr: ""/var/lib/kubelet/plugins_registry/topolvm.io-reg.sock"", ServerName: ""%2Fvar%2Flib%2Fkubelet%2Fplugins_registry%2Ftopolvm.io-reg.sock"", }. Err: connection error: desc = ""transport: Error while dialing: dial unix /var/lib/kubelet/plugins_registry/topolvm.io-reg.sock: connect: connection refused"""
""
""
""
""
""
"to connect to {Addr: ""/var/lib/kubelet/plugins_registry/topolvm.io-reg.sock"", ServerName: ""%2Fvar%2Flib%2Fkubelet%2Fplugins_registry%2Ftopolvm.io-reg.sock"", }. Err: connection error: desc = ""transport: Error while dialing: dial unix /var/lib/kubelet/plugins_registry/topolvm.io-reg.sock: connect: connection refused"""
"to connect to {Addr: ""/var/lib/kubelet/plugins_registry/topolvm.io-reg.sock"", ServerName: ""%2Fvar%2Flib%2Fkubelet%2Fplugins_registry%2Ftopolvm.io-reg.sock"", }. Err: connection error: desc = ""transport: Error while dialing: dial unix /var/lib/kubelet/plugins_registry/topolvm.io-reg.sock: connect: connection refused"""
"to connect to {Addr: ""/var/lib/kubelet/plugins_registry/topolvm.io-reg.sock"", ServerName: ""%2Fvar%2Flib%2Fkubelet%2Fplugins_registry%2Ftopolvm.io-reg.sock"", }. Err: connection error: desc = ""transport: Error while dialing: dial unix /var/lib/kubelet/plugins_registry/topolvm.io-reg.sock: connect: connection refused"""
"to connect to {Addr: ""/var/lib/kubelet/plugins_registry/topolvm.io-reg.sock"", ServerName: ""%2Fvar%2Flib%2Fkubelet%2Fplugins_registry%2Ftopolvm.io-reg.sock"", }. Err: connection error: desc = ""transport: Error while dialing: dial unix /var/lib/kubelet/plugins_registry/topolvm.io-reg.sock: connect: connection refused"""
""
""
""
"to connect to {Addr: ""/var/lib/kubelet/plugins_registry/topolvm.io-reg.sock"", ServerName: ""%2Fvar%2Flib%2Fkubelet%2Fplugins_registry%2Ftopolvm.io-reg.sock"", }. Err: connection error: desc = ""transport: Error while dialing: dial unix /var/lib/kubelet/plugins_registry/topolvm.io-reg.sock: connect: connection refused"""
""
""
"to connect to {Addr: ""/var/lib/kubelet/plugins_registry/topolvm.io-reg.sock"", ServerName: ""%2Fvar%2Flib%2Fkubelet%2Fplugins_registry%2Ftopolvm.io-reg.sock"", }. Err: connection error: desc = ""transport: Error while dialing: dial unix /var/lib/kubelet/plugins_registry/topolvm.io-reg.sock: connect: connection refused"""
"with statuscode: 500"" start-of-body=[-]backend-http failed: reason withheld"
"with statuscode: 500"""
"to connect to {Addr: ""/var/lib/kubelet/plugins_registry/topolvm.io-reg.sock"", ServerName: ""%2Fvar%2Flib%2Fkubelet%2Fplugins_registry%2Ftopolvm.io-reg.sock"", }. Err: connection error: desc = ""transport: Error while dialing: dial unix /var/lib/kubelet/plugins_registry/topolvm.io-reg.sock: connect: connection refused"""
"with statuscode: 500"" start-of-body=[-]backend-http failed: reason withheld"
"with statuscode: 500"""
"to connect to {Addr: ""/var/lib/kubelet/plugins_registry/topolvm.io-reg.sock"", ServerName: ""%2Fvar%2Flib%2Fkubelet%2Fplugins_registry%2Ftopolvm.io-reg.sock"", }. Err: connection error: desc = ""transport: Error while dialing: dial unix /var/lib/kubelet/plugins_registry/topolvm.io-reg.sock: connect: connection refused"""
"with statuscode: 500"" start-of-body=[-]backend-http failed: reason withheld"
"with statuscode: 500"""
"with statuscode: 500"" start-of-body=[-]backend-http failed: reason withheld"
"with statuscode: 500"""
"with statuscode: 500"" start-of-body=[-]backend-http failed: reason withheld"
"with statuscode: 500"""
"to connect to {Addr: ""/var/lib/kubelet/plugins_registry/topolvm.io-reg.sock"", ServerName: ""%2Fvar%2Flib%2Fkubelet%2Fplugins_registry%2Ftopolvm.io-reg.sock"", }. Err: connection error: desc = ""transport: Error while dialing: dial unix /var/lib/kubelet/plugins_registry/topolvm.io-reg.sock: connect: connection refused"""
"with statuscode: 500"" start-of-body=[-]backend-http failed: reason withheld"
"with statuscode: 500"""
"with statuscode: 500"" start-of-body=[-]backend-http failed: reason withheld"
"with statuscode: 500"""
"with statuscode: 500"" start-of-body=[-]backend-http failed: reason withheld"
"with statuscode: 500"""
"to connect to {Addr: ""/var/lib/kubelet/plugins_registry/topolvm.io-reg.sock"", ServerName: ""%2Fvar%2Flib%2Fkubelet%2Fplugins_registry%2Ftopolvm.io-reg.sock"", }. Err: connection error: desc = ""transport: Error while dialing: dial unix /var/lib/kubelet/plugins_registry/topolvm.io-reg.sock: connect: connection refused"""
""
""
